Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,uuid,algorithm,correct
23246300,702225.0,5500006539.0,10.0,42.0,42,112,F,,213,213.0,Z008,Z3,2000.0,8000,"4,16",1,,2000,,5300057859.0,0.0,1,42,10401000,ST,1744806b5b994cb3924ca61414117c65,kNN,1
23112500,715408.0,4600012826.0,40.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,10.0,"9990,60","999,60",1,,2000,,5300544753.0,3.0,1,56,10403000,ST,e3ce6a45ea774c79bc7af80afee5dede,"kNN, IForest, ECOD, COPOD",1
34920100,715408.0,4600012887.0,40.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436349.0,3.0,1,56,10403000,ST,2a7b05a0408540ec8338a3d4bc0abc94,IForest,1
34635600,715408.0,4600012925.0,10.0,56.0,0,0,F,,223,223.0,Z004,TB,0.0,0,5635,1,,2700,,5300436317.0,0.0,1,56,10403000,ST,8205643675e2472c9e2ee7abbeb2dc05,kNN,1
23112500,715408.0,4600012826.0,40.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,10.0,"9990,60","999,60",1,,2000,,5300544753.0,0.0,1,56,10403000,ST,dca06c07dd94461084dfa3817d7e63fc,kNN,1
34733200,715408.0,4600012887.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300436336.0,3.0,1,56,10403000,ST,16a36ffa17e340749717afe8ceca6678,IForest,1
34733200,715408.0,4600012887.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436336.0,3.0,1,56,10403000,ST,97c7ed758acd499e878c628b79a0a1ae,IForest,1
60049215,715408.0,4600012893.0,20.0,84.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300461803.0,3.0,1,56,10403000,ST,935f0a5511fa49f6ada5ce3764f40d6b,IForest,1
34733300,715408.0,4600012887.0,30.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436338.0,3.0,1,56,10403000,ST,01fc621e05d54ea9a92735f4a2c5e6a2,IForest,1
60042317,715408.0,4600012547.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,4.0,"9759,64","2439,91",1,,2000,,5300436673.0,3.0,1,56,10403000,ST,d65b324ce287455f8f0b28abba3a12b8,IForest,1
21280400,715408.0,4600012906.0,90.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,0.0,0,0.0,1,,2000,,5300548429.0,3.0,1,56,10403000,ST,5628706d4c8340cfb3a2cc4e6fe81b9d,"ECOD, COPOD",1
95143092,715408.0,4600012328.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,"776,17",1,,3000,,5300436203.0,3.0,1,56,10402000,ST,5292693cc9cc4e9f9dbe6230e898250e,IForest,1
00170195,701806.0,5500008578.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,17660.0,24598,1.3928652321630803,100,E20,2100,,5300539969.0,0.0,1,21,140700000,ST,95971f24389c49dca21eed22b871e3b8,IForest,1
00370629,700020.0,5500007564.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,1550.0,7715,4.97741935483871,100,E20,2000,,5300064399.0,0.0,1,12,140100000,ST,d4b7c7e343b041338e8a0c7090239d64,IForest,1
00370980,701806.0,5500008453.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,2780.0,1459,0.5248201438848921,100,E98,2000,,5300408554.0,0.0,2,14,140100000,ST,9b5a992e18774133b951bd71e5daa30d,"IForest, ECOD, COPOD",1
00360623,701806.0,5500007795.0,10.0,4.0,4,140,F,,708,708.0,Z011,V4,2110.0,5582,2.6454976303317537,100,E98,2100,,5300390098.0,0.0,2,56,140100000,ST,d643743561014ac685007e9ef1e48ddd,"ECOD, COPOD",1
00360809,700020.0,5500008565.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,360.0,1115,3.0972222222222223,100,E20,2100,,5300095167.0,0.0,1,12,140100000,ST,00ccbba59ed34fe3959c08a994c2a442,IForest,1
60021627,701806.0,5500008786.0,10.0,4.0,4,154,F,,708,708.0,Z011,V4,6210.0,79076,12.73365539452496,100,E98,2000,,5300372887.0,0.0,2,99,140100000,ST,54fee92bfe844589baea8ead82dd9a95,"IForest, ECOD, COPOD",1
00370768,701806.0,5500008588.0,10.0,4.0,4,60,F,,708,708.0,Z011,V4,50820.0,1125,0.0221369539551357,100,E98,2000,,5300184704.0,0.0,2,14,140100000,ST,88ad01d265f94385bf399d6b72a0671e,COPOD,1
00350789,700020.0,5500008558.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,32600.0,4592,0.1408588957055214,100,E20,2100,,5300077647.0,0.0,1,13,140200000,ST,9fe319c6436141538dbbea91b2a8981e,IForest,1
00360309,701806.0,5500008581.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,1390.0,3374,2.4273381294964027,100,E98,2000,,5300387877.0,0.0,2,14,140100000,ST,575098afe240408ba6ab98301a5a834d,"IForest, COPOD",1
00370149,700020.0,5500008562.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,3300.0,4242,1.2854545454545454,100,E20,2000,,5300001558.0,0.0,1,12,140100000,ST,40c79bf1372b40649da4146142fd7c8a,IForest,1
60038716,701806.0,5500008598.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,10020.0,71434,7.129141716566866,100,E98,3000,,5300391318.0,0.0,2,84,140100000,ST,e110c8ddf2e4418885f4ab1a6d4c5acf,COPOD,1
60058052,701806.0,5500008457.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,220.0,1305,5.931818181818182,100,E98,2100,,5300423957.0,0.0,2,210,140100000,ST,15b962bc584f46a4be58db75ec711c71,COPOD,1
00190246,700020.0,5500007560.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,9270.0,774,0.0834951456310679,100,E20,3000,,5300001643.0,0.0,1,14,140700000,ST,7ed9a12df5b54e86b226eac29e2b26bd,IForest,1
60019789,701806.0,5500007926.0,10.0,4.0,4,60,F,,708,708.0,Z008,V5,2500.0,52943,21.1772,100,E98,3000,,5300379599.0,0.0,2,70,140700000,ST,b8e772640d89423bbec0d487d35ff5c7,"ECOD, COPOD",1
60007938,701806.0,5500008594.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,8030.0,6057,0.7542963885429639,1,E98,2100,,5300408985.0,0.0,2,14,140100000,ST,2af999bef70645218ee1ae51de511b4c,"IForest, ECOD, COPOD",1
00360940,701806.0,5500008702.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,3640.0,1153,0.3167582417582417,100,E98,2100,,5300184844.0,0.0,2,14,140100000,ST,97387c8132c74820aa72f9b21ae316c9,"ECOD, COPOD",1
00371088,700020.0,5500008561.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,5230.0,11075,2.117590822179732,100,E20,2000,,5300125761.0,0.0,1,12,140100000,ST,638ca759ae6b4290b50ced7bfeb36a2f,IForest,1
00170098,701806.0,5500008206.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,5370.0,595,0.1108007448789571,100,E98,2100,,5300409229.0,0.0,2,14,140700000,ST,d29f8777c8c845eeace69ba755dae549,COPOD,1
60025253,701806.0,5500008455.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,750.0,3712,4.949333333333334,100,E98,2100,,5300376795.0,0.0,2,14,140100000,ST,5e24c3204cca4699b2debbbb9431488e,"ECOD, COPOD",1
00350009,700020.0,5500008699.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,21790.0,3873,0.1777420835245525,100,E20,3000,,5300014520.0,0.0,1,13,140200000,ST,938c47d9636c48cda0d4384c0d9645e0,IForest,1
00230037,700020.0,5500007554.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,24660.0,2836,0.1150040551500405,100,E20,2100,,5300005238.0,0.0,1,14,140300000,ST,8a6676a50b244b1f8bf4b20e9dba1134,IForest,1
00350866,700020.0,5500008560.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,180.0,2891,16.06111111111111,100,E20,2000,,5300133687.0,0.0,1,28,140200000,ST,511d86ece1794fb592baa493b8cc8dda,IForest,1
00200192,700020.0,5500008563.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,9970.0,648,0.0649949849548646,100,E20,2100,,5300173132.0,0.0,1,28,100202000,ST,33d86ddd64a44e9f9164ddba284f6f5c,IForest,1
00360624,701806.0,5500008449.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,170.0,3317,19.511764705882356,100,E98,2000,,5300073541.0,0.0,2,14,140100000,ST,5c3a5298c63b4b989eb43331f4b660c6,"IForest, ECOD, COPOD",1
674252,700020.0,5500007551.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,11100.0,2974,0.2679279279279279,100,E20,2000,,5300118969.0,0.0,1,12,140300000,ST,716863befc9a41f3ab15550a58fb80b4,IForest,1
00370201,701806.0,5500008597.0,10.0,4.0,4,60,F,,708,708.0,Z011,V4,5220.0,467,0.089463601532567,100,E98,2100,,5300380109.0,0.0,2,14,140100000,ST,98facf8b1796470cb27a54e089b40ab0,COPOD,1
00300221,700985.0,5500008573.0,10.0,14.0,14,93,F,,708,708.0,Z011,Y9,1200.0,318218,265.1816666666667,100,E13,3000,,5300133376.0,0.0,1,56,90100000,ST,d4b6b9a6c75f4f1d84989bbd445fbeb2,IForest,1
34060847,700020.0,5500007558.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,1020.0,14994,14.7,100,E20,3000,,5300045501.0,0.0,1,56,140300000,ST,236e0df3cd5a49019a6930248a709f93,IForest,1
00100055,706611.0,5500008123.0,10.0,14.0,14,90,F,,708,708.0,Z011,Y5,50360.0,75271,1.4946584590945196,1,E14,2100,,5300091933.0,0.0,1,56,70300000,ST,cc13d9ade2fe4db89fa949075cdfd913,IForest,1
00370880,700020.0,5500008567.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,3350.0,15321,4.573432835820896,100,E20,2100,,5300091592.0,0.0,1,12,140700000,ST,f074849ce28f4ab0a490476d5b885ed5,IForest,1
00370443,700020.0,5500008566.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,24020.0,5532,0.2303080766028309,100,E20,2100,,5300003700.0,0.0,1,13,140100000,ST,9248ac2610d1424c9a30fa67dc3aa7b6,IForest,1
33325023,,,0.0,0.0,0,0,F,40.0,203,203.0,Z001,Z1,0.0,0,0.0,100,,2100,,,,1,3,70500000,ST,37ce8964ac034b4991a16efaf824668b,XGBOD,1
95173600,700585.0,4600012912.0,10.0,140.0,0,0,F,,203,203.0,Z012,Y9,0.0,0,0.0,1,E14,3000,,5300147701.0,0.0,1,84,30205000,ST,d8f3c0c218e6438195cbc1902cee7bc1,"XGBOD, RoSAS",1
00200233,,4600011847.0,10.0,56.0,0,0,F,40.0,203,203.0,Z005,Y2,140.0,858,6.128571428571429,100,E13,3000,,5300079458.0,0.0,1,63,100400000,ST,3d34f71121a841e7bca37c86b279a70d,"XGBOD, RoSAS",1
00111358,701218.0,,0.0,0.0,0,0,F,,203,203.0,Z010,Y5,880.0,4455893,5063.514772727272,1,E15,2100,,5300174394.0,0.0,1,3,70100000,ST,4d17600081d3430f8350770aa74662fc,XGBOD,1
00110052,700368.0,4600012483.0,10.0,84.0,0,0,F,,203,203.0,Z010,Y9,2640.0,907803,343.86477272727274,1,E11,2100,,5300110253.0,0.0,1,2,70600000,ST,f7e62b3a51324427b0039dfa87b632a4,"XGBOD, RoSAS",1
60051304,,,10.0,28.0,0,0,F,,203,203.0,Z001,Y5,30.0,8728,290.93333333333334,100,E13,2100,,5300422027.0,0.0,1,2,70600000,ST,b6d5aac888ae4d9995550017c14dc101,XGBOD,1
34638400,701318.0,5500000006.0,20.0,12.0,12,42,F,30.0,702,702.0,Z001,Z3,0.0,0,0.0,1,,2000,,5300067187.0,3.0,1,42,10403000,ST,8a07649d0fc54b47a83675704d8a3e94,"XGBOD, RoSAS",1
60107665,700537.0,5500008065.0,10.0,42.0,42,112,F,,203,203.0,Z001,Y5,1410.0,2144388,1520.8425531914893,1,E13,2000,,5300534043.0,0.0,1,112,70800000,ST,32130c1cd91f42939f6df6360a196d26,"XGBOD, RoSAS",1
60072314,700585.0,5500006338.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,10.0,399,39.9,1,E14,2000,,5300456998.0,0.0,1,14,130401000,ST,8748ba915a0f4b479d0cad7988685df3,XGBOD,1
00110621,700985.0,5500009134.0,10.0,14.0,14,84,F,,203,203.0,Z002,Y9,630.0,51549,81.82380952380953,1,E13,2000,,5300116805.0,0.0,1,7,50500000,ST,4cd52a7c11d645a3b61eec0d325a1984,"XGBOD, RoSAS",1
00150165,700585.0,5500008022.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,170.0,1681,9.888235294117647,100,E14,2100,,5300126636.0,0.0,1,14,140200000,ST,d2ecc8602fe440cf899644398d183d99,XGBOD,1
34674602,700585.0,5500006311.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,0.0,0,0.0,1,E14,2100,,5300057632.0,0.0,1,14,50300000,ST,1baa1ca6a1b24933bf994c28cfb85a15,XGBOD,1
35115401,,,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0,0.0,1,E15,2100,,5300085941.0,0.0,1,3,60100000,ST,f567a03e483640a4ac81562380ae9602,"XGBOD, RoSAS",1
23224002,,,10.0,70.0,0,0,F,40.0,233,233.0,Z011,Y4,520.0,85982,165.35,100,E14,3000,,5300117903.0,0.0,1,112,60100000,ST,0dc9e30e9601454abc13530b2ef97574,"XGBOD, RoSAS",1
28288002,,,20.0,28.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0,0.0,1,E15,2100,,5300151278.0,0.0,1,3,60100000,ST,c68ef04f1c8248ef8d92153d49297097,"XGBOD, RoSAS",1
23073301,2000.0,,20.0,42.0,0,0,F,40.0,233,233.0,Z011,Y3,380.0,3848,10.126315789473685,1,E13,3000,,5300193452.0,0.0,1,140,60100000,ST,4bf3701712c14ba7ac16487835f7aa8b,"XGBOD, RoSAS",1
33628102,2000.0,,30.0,119.0,0,0,F,40.0,233,233.0,Z011,Y9,1730.0,84446,48.81271676300578,1,E13,3000,,5300049841.0,0.0,1,119,60000000,ST,91eabf0117084a01b62239c9c6310587,"XGBOD, RoSAS",1
34189001,2000.0,,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0,0.0,1,E15,2100,,5300048795.0,0.0,1,3,60100000,ST,3751766f14da4e76b64dc92b85a1b77b,"XGBOD, RoSAS",1
24359601,2000.0,,10.0,14.0,0,0,F,40.0,233,233.0,Z011,Y4,760.0,26125,34.375,100,E13,3000,,5300171735.0,0.0,1,42,60100000,ST,2060658dbff0454bab4550afc17e0485,"XGBOD, RoSAS",1
23311503,2100.0,,10.0,119.0,0,0,F,41.0,233,233.0,Z011,Z6,10.0,117,11.7,100,,2000,,5300025442.0,0.0,2,12,60100000,ST,b5f6346f4f874f5abf04f20fd6b76944,"XGBOD, RoSAS",1
24112901,,,10.0,28.0,0,0,F,40.0,233,233.0,Z011,Y4,0.0,0,0.0,100,E15,2100,,5300064238.0,0.0,1,3,60100000,ST,3939e2174d454e9db3d6958c550634bf,"XGBOD, RoSAS",1
33336200,,,10.0,28.0,0,0,F,40.0,233,233.0,Z011,Y4,0.0,0,0.0,1,E15,2100,,5300094401.0,0.0,1,3,60100000,ST,ab166f959ba44a19856dd1e99bd75322,"XGBOD, RoSAS",1
34071203,2000.0,,30.0,140.0,0,0,F,40.0,233,233.0,Z011,Y2,940.0,58056,61.761702127659575,100,E13,3000,,5300150366.0,0.0,1,119,60100000,ST,297a880413174e958f0c8e920cdc23e9,"XGBOD, RoSAS",1
60007956,2100.0,,10.0,28.0,0,0,F,41.0,233,233.0,Z011,Y3,200.0,594,2.97,100,E12,3000,,5300350748.0,0.0,1,999,60200000,ST,1d4bee1ca28640189bda382aea73d9fa,"XGBOD, RoSAS",1
23246701,2000.0,,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0,0.0,1,E15,2100,,5300022262.0,0.0,1,3,60100000,ST,27d1d629645a416daa5d4a9e3e67ca6e,"XGBOD, RoSAS",1
28221202,2000.0,,10.0,56.0,0,0,F,40.0,233,233.0,Z011,Y4,60.0,3685,61.41666666666666,100,E11,3000,,5300466667.0,0.0,1,168,60100000,ST,32b7390712554f118887876e2b86e332,"XGBOD, RoSAS",1
24354601,2000.0,,10.0,56.0,0,0,F,40.0,233,233.0,Z011,Y4,140.0,13309,95.06428571428572,100,E14,3000,,5300115192.0,0.0,1,56,60200000,ST,e91c6af9737d41ad87e87e86afa713f9,"XGBOD, RoSAS",1
34069403,2000.0,,10.0,28.0,0,0,F,40.0,233,233.0,Z011,Y2,580.0,36818,63.47931034482759,100,E14,3000,,5300466671.0,0.0,1,140,60000000,ST,bb23dc57ea3840d1b97f28bc5569dc1a,"XGBOD, RoSAS",1
23687301,2000.0,,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0,0.0,100,E15,2100,,5300090900.0,0.0,1,3,60100000,ST,86f49bbc1d7c443c877a3e321fe8e475,"XGBOD, RoSAS",1
34450802,2000.0,,20.0,114.0,0,0,F,40.0,233,233.0,Z011,Y3,40.0,4961,124.025,100,E13,3000,,5300190032.0,0.0,1,21,60100000,ST,e1a406bce9a349aa96200dd167c8cb1e,"XGBOD, RoSAS",1
24381901,2000.0,,10.0,42.0,0,0,F,40.0,233,233.0,Z001,Y2,60.0,10023,167.05,1,E13,3000,,5300116434.0,0.0,1,21,60200000,ST,8a44735d1a7145d8961e526b1a2e3987,"XGBOD, RoSAS",1
34381402,2000.0,,30.0,42.0,0,0,F,40.0,233,233.0,Z011,Y2,90.0,9344,103.82222222222222,1,E13,3000,,5300056209.0,0.0,1,21,60100000,ST,be2990304bb04973aa29eafdafaae7ef,"XGBOD, RoSAS",1
35160751,700000.0,4600012274.0,20.0,42.0,0,0,F,,223,223.0,Z001,X2,53.0,"977,85","18,45",1,E20,2000,,5300156733.0,0.0,1,42,10502000,ST,d6e1a7c1f7104ec2aaa644d8be2403d5,"XGBOD, RoSAS",1
34635600,715408.0,4600012925.0,10.0,56.0,0,0,F,,223,223.0,Z008,TB,0.0,0,0.0,1,,2800,,5300436317.0,0.0,1,56,10403000,ST,762d6c3dc70e4f358e6d7a16cb613679,"XGBOD, RoSAS",1
35184100UB,704926.0,4600012419.0,10.0,42.0,0,0,F,30.0,223,223.0,Z001,Z6,0.0,0,0.0,1,,2100,,5300108980.0,3.0,1,42,10402000,ST,8d040728a00142279ac5eb1f3ec3e0c6,"XGBOD, RoSAS",1
60062888,715408.0,4600011752.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,3000,,5300436734.0,3.0,1,56,10403000,ST,489b461f644f449196453456cddbfc0f,"XGBOD, RoSAS",1
34733200,715408.0,4600012887.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300436335.0,3.0,1,56,10403000,ST,13caeef588194350923a4be256646836,"XGBOD, RoSAS",1
60042317,715408.0,4600012547.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2700,,5300436673.0,3.0,1,42,10403000,ST,fe846266979e4ad89efbe79565998512,"XGBOD, RoSAS",1
34732900,715408.0,4600012134.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300436334.0,3.0,1,56,10403000,ST,40da57794c2c4adb8d058d7f2e2adfb3,"XGBOD, RoSAS",1
34635600,715408.0,4600012925.0,10.0,56.0,0,0,F,40.0,223,223.0,Z012,TB,0.0,0,0.0,1,,3000,,5300436317.0,0.0,1,56,10403000,ST,51c6658bdec84ba9b42001b465485f32,RoSAS,1
35195150UB,704926.0,4600012419.0,120.0,42.0,0,0,F,30.0,223,223.0,Z008,Z1,0.0,0,0.0,1,,2000,,5300177434.0,0.0,1,56,10402000,ST,7f55fe53c54e4c07aff140f5687dd76a,"XGBOD, RoSAS",1
33332600,700000.0,4600012657.0,20.0,42.0,0,0,F,,223,223.0,Z001,X2,22.0,336,138,1,E20,2000,,5300387099.0,0.0,1,42,550100000,ST,9d31fc59661343b4bf0381fd9b1d7780,"XGBOD, RoSAS",1
24362800UB,716048.0,4600012501.0,20.0,42.0,0,0,F,30.0,223,223.0,Z010,Z1,0.0,0,0.0,1,,2000,,5300468047.0,3.0,1,42,10401000,ST,18187ebf55b24dd195e15f673e3f25c4,"XGBOD, RoSAS",1
23112400,715408.0,4600012826.0,30.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,1.0,"999,60","999,60",1,,2000,,5300544752.0,3.0,1,56,10403000,ST,b0a87ea91bd34e72afe9a912a2461435,"XGBOD, RoSAS",1
28280700UB,715408.0,,0.0,0.0,0,0,F,,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300435348,0.0,1,56,10403000,ST,19dc032415f24ef39b31177021ac03a3,XGBOD,1
60017239,700000.0,4600012854.0,10.0,42.0,0,0,F,,223,223.0,Z001,V2,0.0,0,0.0,1,,2000,,5300368206.0,0.0,1,42,10401000,ST,41f1e7448f6544bd86d15625e2479521,RoSAS,1
60010726,704926.0,5500002558.0,20.0,42.0,42,42,F,,223,223.0,Z001,Z6,0.0,0,0.0,1,,2000,,5300358240.0,0.0,1,42,10402000,ST,77511c458a2e4818863eef6b59aa1b25,RoSAS,1
34732800,715408.0,4600012420.0,10.0,42.0,0,0,F,30.0,223,223.0,Z001,TB,0.0,0,0.0,1,,3000,,5300436333.0,3.0,1,56,10403000,ST,29b1f07c21004fbaaf7f7da4eef4d1d6,"XGBOD, RoSAS",1
34543000,715408.0,4600012722.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,4.0,"15909,96","3977,49",1,,2100,,5300435573.0,3.0,1,56,10403000,ST,b8636eea71444f07941bccb0e47e5356,"XGBOD, RoSAS",1
28210400UB,704926.0,4600009210.0,90.0,42.0,0,0,F,30.0,223,223.0,Z001,Z6,0.0,0,0.0,1,,2000,,5300357259.0,3.0,1,42,10403000,ST,940896e7becd417a96c18d9863c43c75,"XGBOD, RoSAS",1
35141900,715408.0,4600012906.0,80.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,0.0,0,"1332,95",1,,2000,,5300548438.0,3.0,1,56,10403000,ST,c26ff260ea374aa5ac8189325c66fe52,"XGBOD, RoSAS",1
60062888,715408.0,4600011752.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,3000,,5300436734.0,0.0,1,56,10403000,ST,95a968fb5e834146a148a4c5b9e91379,RoSAS,1
24369100UB,704926.0,4600012727.0,,56.0,0,0,F,,223,223.0,Z001,Z6,0.0,0,0.0,1,E11,2100,,5300494614.0,0.0,1,42,10401000,ST,683cde27ef34470d8abb730e3c5a64bb,RoSAS,1
60026350,700000.0,4600012699.0,10.0,42.0,0,0,F,,223,223.0,Z001,X9,386.0,"3655,42","9,47",1,E20,2000,,5300386010.0,0.0,1,42,10102000,ST,bfe213b8173c492887fe4197c0a5645e,RoSAS,1
60029640,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y4,0.0,0,0.0,100,E13,2100,2100.0,5300504084.0,0.0,1,3,80100000,M,853b10e1262b4168b06b2726e5f47fc7,RoSAS,1
00345096,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y2,0.0,0,0.0,1,E13,2100,,5300193824.0,0.0,1,84,80600000,ST,6c035fb8047e4dab8b3a2581df0e4f17,"XGBOD, RoSAS",1
60012551,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y4,0.0,0,0.0,1,E13,2100,2100.0,5300359068.0,0.0,1,3,80100000,ST,95254395016f4c85b58d21d769e59876,RoSAS,1
00340695,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z006,Y4,0.0,0,0.0,1,E11,2100,3000.0,5300209998.0,0.0,10,3,80300000,ST,1ea70be387b0495088cfaf9b3599e6ab,"XGBOD, RoSAS",1
00190364,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y4,150.0,14878,99.18666666666668,100,E13,2100,3000.0,5300204207.0,0.0,1,3,100202000,ST,dc0b05b7e5c1461db079ce92ff17e254,"XGBOD, RoSAS",1
00345317,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z012,Y2,0.0,0,0.0,1,E13,2000,,5300151701.0,0.0,1,1,80100000,ST,0e722b42c8d94ea6b3dc912c5cda5e14,"XGBOD, RoSAS",1
00341062,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z006,Y4,0.0,0,0.0,1,E11,2100,3000.0,5300210320.0,0.0,10,3,80400000,ST,5a3955017f0f4fbe99fc5a6cc5a23965,"XGBOD, RoSAS",1
00190364,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Y4,150.0,14878,99.18666666666668,100,E13,2100,2100.0,5300204207.0,0.0,1,3,100202000,ST,0195b302f08d498dba58b47d4d8e047a,"XGBOD, RoSAS",1
60040124,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,EX,160.0,260911,1630.69375,1,,3000,2100.0,5300430062.0,0.0,1,112,80400000,ST,4011b08cc19d4701a80dcbc84129feef,XGBOD,1
00200071,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z012,Y4,0.0,0,0.0,1,E13,2000,,5300167007.0,0.0,1,1,100100000,ST,9ac03420d0704ca3915b4acf4aeb425c,"XGBOD, RoSAS",1
00341363,700808.0,4600012164.0,10.0,365.0,0,0,F,30.0,215,215.0,Z001,X1,5170.0,12440054,2406.2,1,,2000,,5300113375.0,3.0,1,365,80800000,ST,de72519c5bf54d8eaef4e5fff39d50a1,"XGBOD, RoSAS",1
00345229,708987.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z006,Z1,0.0,0,"59,63",1,,2100,,5300151675.0,0.0,2,3,80100000,ST,d26c6b1ac4f74f38b93292bcf18ba297,XGBOD,1
00180107,2000.0,4600012744.0,10.0,28.0,0,0,F,40.0,215,215.0,Z001,Y4,22920.0,4326,0.1887434554973822,1000,E13,2100,,5300095035.0,0.0,1,3,100300000,MM,e516c5a28daa46ba82588823e2d9e9d4,"XGBOD, RoSAS",1
00380673,2100.0,,0.0,0.0,0,0,F,41.0,215,215.0,Z001,V4,50.0,5974,119.48,100,E98,3000,,5300503719.0,0.0,1,42,580600000,ST,e618d384a53c4b6cb9c03805ef9f04e2,XGBOD,1
24246310,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Z2,0.0,0,0.0,1,,2100,,5300139638.0,3.0,1,84,550100000,ST,308634b8dd7b41e09585ffb53d49fa80,RoSAS,1
00380673,2100.0,,0.0,0.0,0,0,F,41.0,215,215.0,Z001,V4,0.0,0,0.0,100,E98,2000,,5300503719.0,0.0,1,2,580600000,ST,10be8d366ab94fa3ba7f2a97915802c5,XGBOD,1
00360211,700020.0,5500007451.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,150.0,5687,37.91333333333333,1,E20,2100,,5300017670.0,0.0,1,56,140100000,ST,6efaff87b33a4352943097f2e116639a,"XGBOD, RoSAS",1
